director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
John McTiernan,Scott Glenn,Jeffrey Jones,Courtney B. Vance,Action Adventure Thriller,The Hunt for Red October
Lee Daniels,Alex Pettyfer,David Oyelowo,Vanessa Redgrave,Biography Drama,Lee Daniels' The Butler
Rawson Marshall Thurber,Gary Cole,Stephen Root,Joel David Moore,Comedy Sport,Dodgeball: A True Underdog Story
Barry Sonnenfeld,Anjelica Huston,Raul Julia,Carel Struycken,Comedy Fantasy,The Addams Family
Steve Oedekerk,Bruce Spence,Bob Gunton,Sophie Okonedo,Adventure Comedy,Ace Ventura: When Nature Calls
Garry Marshall,Anne Hathaway,Hector Elizondo,Heather Matarazzo,Comedy Family Romance,The Princess Diaries
Hugh Wilson,Stockard Channing,Elizabeth Berkley,Stephen Collins,Comedy,The First Wives Club
David Fincher,Morgan Freeman,Brad Pitt,Reg E. Cathey,Crime Drama Mystery Thriller,Se7en
Neill Blomkamp,Sharlto Copley,Jed Brophy,Jason Cope,Action Sci-Fi Thriller,District 9
Stephen Hillenburg,Scarlett Johansson,Bill Fagerbakke,Rodger Bumpass,Adventure Animation Comedy Family Fantasy,The SpongeBob SquarePants Movie
Clint Eastwood,John Doman,Spencer Treat Clark,Tom Guiry,Crime Drama Mystery Thriller,Mystic River
Clint Eastwood,Clint Eastwood,Morgan Freeman,Mike Colter,Drama Sport,Million Dollar Baby
Harold Ramis,Robert De Niro,Chazz Palminteri,Molly Shannon,Comedy Crime,Analyze This
Nick Cassavetes,Ryan Gosling,Kevin Connolly,Gena Rowlands,Drama Romance,The Notebook
Anne Fletcher,Judy Greer,Bern Cohen,Yetta Gottesman,Comedy Romance,27 Dresses
Peter Chelsom,Emily Osment,Vanessa Williams,Moises Arias,Comedy Drama Family Music Romance,Hannah Montana: The Movie
Stig Bergqvist,Elizabeth Daily,Casey Kasem,Debbie Reynolds,Adventure Animation Comedy Family Romance,Rugrats in Paris: The Movie
Barbra Streisand,George Carlin,Blythe Danner,Melinda Dillon,Drama Romance,The Prince of Tides
Edward Zwick,Anthony Hopkins,Brad Pitt,Julia Ormond,Drama Romance War Western,Legends of the Fall
Jason Reitman,J.K. Simmons,Anna Kendrick,Chris Lowell,Drama Romance,Up in the Air
Alexander Payne,Hope Davis,June Squibb,Howard Hesseman,Comedy Drama,About Schmidt
Jonathan Levine,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay,Comedy Horror Romance,Warm Bodies
Rian Johnson,Joseph Gordon-Levitt,Bruce Willis,Tracie Thoms,Action Crime Drama Sci-Fi Thriller,Looper
Chris Weitz,Chazz Palminteri,Mark Addy,Wanda Sykes,Comedy Fantasy,Down to Earth
Chris Noonan,Miriam Margolyes,Christine Cavanaugh,Roscoe Lee Browne,Comedy Drama Family,Babe
David Frankel,Meryl Streep,Steve Carell,Jean Smart,Comedy Drama Romance,Hope Springs
Nicholas Stoller,Mila Kunis,Jack McBrayer,Maria Thayer,Comedy Drama Romance,Forgetting Sarah Marshall
unknown,Zach Gilford,Aimee Teegarden,Scott Porter,Drama Sport,Friday Night Lights            
John Singleton,Josh Charles,Tony Nappo,Fionnula Flanagan,Action Crime Drama Mystery Thriller,Four Brothers
Michael McCullers,Tina Fey,Amy Poehler,Romany Malco,Comedy Romance,Baby Mama
Forest Whitaker,Bill Cobbs,Harry Connick Jr.,Gena Rowlands,Drama Romance,Hope Floats
Gary Winick,Anne Hathaway,Steve Howey,Candice Bergen,Comedy Romance,Bride Wars
Steven Brill,Antony Starr,Scott Adsit,Bonnie Somerville,Adventure Comedy Mystery,Without a Paddle
Gary Winick,Jennifer Garner,Judy Greer,Christa B. Allen,Comedy Fantasy Romance,13 Going on 30
Woody Allen,Kurt Fuller,Audrey Fleurot,Nina Arianda,Comedy Fantasy Romance,Midnight in Paris
Peter Lepeniotis,Liam Neeson,Brendan Fraser,Sarah Gadon,Adventure Animation Comedy Family,The Nut Job
Ted Demme,Johnny Depp,Ethan Suplee,Jordi Mollà,Biography Crime Drama,Blow
Luis Mandoki,Robin Wright,John Savage,Raphael Sbarge,Drama Romance,Message in a Bottle
William Shatner,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Action Adventure Sci-Fi Thriller,Star Trek V: The Final Frontier
John Schultz,Brenda Song,Robert Forster,Anne Meara,Comedy Family Fantasy Sport,Like Mike
Peter Segal,George Kennedy,Fred Ward,Priscilla Presley,Comedy Crime,Naked Gun 33 1/3: The Final Insult
John Glen,Patrick Macnee,Alison Doody,Tanya Roberts,Action Adventure Thriller,A View to a Kill
Steve Box,Mark Gatiss,Geraldine McEwan,Peter Sallis,Animation Comedy Family Mystery Sci-Fi,The Curse of the Were-Rabbit
Richard LaGravenese,Gerard Butler,Harry Connick Jr.,Nellie McKay,Drama Romance,P.S. I Love You
Frederik Du Chau,Bruce Greenwood,Frankie Muniz,M. Emmet Walsh,Adventure Comedy Drama Family Sport,Racing Stripes
Joe Wright,Benedict Cumberbatch,Alfie Allen,Brenda Blethyn,Drama Mystery Romance War,Atonement
Gary Winick,Vanessa Redgrave,Marcia DeBonis,Luisa Ranieri,Comedy Drama Romance,Letters to Juliet
Ridley Scott,Stephen Root,Ken Takakura,Kate Capshaw,Action Crime Thriller,Black Rain
Bobby Farrelly,Kate Upton,Larry David,Sean Hayes,Comedy,The Three Stooges
Tim Burton,Johnny Depp,Christopher Lee,Joanna Lumley,Animation Drama Family Fantasy Musical Romance,Corpse Bride
James Gartner,Mehcad Brooks,Austin Nichols,Derek Luke,Biography Drama Sport,Glory Road
Denis Villeneuve,Edgar Arreola,Bernardo Saracino,Daniel Kaluuya,Action Crime Drama Mystery Thriller,Sicario
Antoine Fuqua,Jake Gyllenhaal,50 Cent,Oona Laurence,Drama Sport,Southpaw
Sam Raimi,Bojana Novakovic,Alison Lohman,Reggie Lee,Horror Thriller,Drag Me to Hell
Lee Toland Krieger,Harrison Ford,Michiel Huisman,Ellen Burstyn,Drama Fantasy Romance,The Age of Adaline
Tim McCanlies,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier,Comedy Drama Family,Secondhand Lions
Jon M. Chu,Alyson Stoner,Stephen Boss,Facundo Lombard,Drama Music Romance,Step Up 3D
John Stockwell,Faizon Love,Mika Boorem,Sanoe Lake,Drama Romance Sport,Blue Crush
Marc Forster,Will Ferrell,Christian Stolte,Danny Rhodes,Comedy Drama Fantasy Romance,Stranger Than Fiction
David Slade,Danny Huston,Mark Rendall,Megan Franich,Horror,30 Days of Night
Drew Goddard,Chris Hemsworth,Bradley Whitford,Kristen Connolly,Fantasy Horror Mystery Thriller,The Cabin in the Woods
Jason Friedberg,Carmen Electra,Diedrich Bader,Method Man,Comedy,Meet the Spartans
Martin Brest,Robert De Niro,Yaphet Kotto,Philip Baker Hall,Action Comedy Crime Thriller,Midnight Run
Paul Michael Glaser,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,Action Crime Sci-Fi Thriller,The Running Man
Frank Oz,Bill Murray,Jim Belushi,Tisha Campbell-Martin,Comedy Horror Musical Sci-Fi,Little Shop of Horrors
Joe Wright,Jessica Barden,Vicky Krieps,John Macmillan,Action Drama Thriller,Hanna
unknown,Zach Gilford,Joan Allen,Liam James,Drama Mystery,The Family            
John R. Leonetti,Brian Thompson,Talisa Soto,Robin Shou,Action Adventure Fantasy Sci-Fi Thriller,Mortal Kombat: Annihilation
Tom Hanks,Tom Hanks,Rob Riggle,Randall Park,Comedy Drama Romance,Larry Crowne
Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Drama Fantasy Horror,Carrie
Liz Friedlander,Alfre Woodard,Yaya DaCosta,Jasika Nicole,Drama Music,Take the Lead
unknown,Debi Mazar,Kevin Connolly,Kevin Dillon,Comedy Drama,Entourage            
Phil Joanou,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn,Crime Drama Sport,Gridiron Gang
Sam Weisman,Bernie Mac,Larry Miller,Richard Schiff,Comedy Crime,What's the Worst That Could Happen?
Shane Acker,Martin Landau,Alan Oppenheimer,Tom Kane,Action Adventure Animation Drama Mystery Sci-Fi Thriller,9
Steven Soderbergh,Channing Tatum,David Costabile,Katie Lowes,Crime Drama Thriller,Side Effects
Martha Coolidge,Devin Ratray,Miranda Richardson,Luke Mably,Comedy Family Romance,The Prince and Me
Stephen J. Anderson,Craig Ferguson,Robert Lopez,Huell Howser,Adventure Animation Comedy Family Musical,Winnie the Pooh
Troy Miller,Elden Henson,Mimi Rogers,Cheri Oteri,Comedy,Dumb and Dumberer: When Harry Met Lloyd
Warren Beatty,Warren Beatty,Kirk Baltz,Graham Beckel,Comedy Drama Romance,Bulworth
Tate Taylor,Tika Sumpter,Josh Hopkins,Aunjanue Ellis,Biography Drama Music,Get on Up
Carl Franklin,Meryl Streep,William Hurt,Tom Everett Scott,Drama,One True Thing
Brett Leonard,Denzel Washington,Costas Mandylor,Traci Lords,Action Crime Sci-Fi Thriller,Virtuosity
Ivan Reitman,Rainn Wilson,Eddie Izzard,Wanda Sykes,Comedy Romance Sci-Fi,My Super Ex-Girlfriend
Scott Derrickson,Olivia Munn,Dorian Missick,Edgar Ramírez,Horror Mystery Thriller,Deliver Us from Evil
Alister Grierson,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh,Adventure Drama Thriller,Sanctum
Nick Hurran,Holly Hunter,Kevin Sussman,Dave Annable,Comedy Drama Romance,Little Black Book
Nicholas Stoller,Alison Brie,Jacki Weaver,David Paymer,Comedy Romance,The Five-Year Engagement
Charles Stone III,Bernie Mac,Chris Noth,Paul Sorvino,Comedy Drama Romance Sport,Mr 3000
Paul Haggis,Olivia Wilde,Daniel Stern,Aisha Hinds,Crime Drama Romance Thriller,The Next Three Days
Kurt Wimmer,Milla Jovovich,Cameron Bright,Nick Chinlund,Action Horror Sci-Fi Thriller,Ultraviolet
Jean-François Richet,Brian Dennehy,Drea de Matteo,Hugh Dillon,Action Crime Drama Thriller,Assault on Precinct 13
Antoine Fuqua,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,Action Crime Thriller,The Replacement Killers
Kevin Hooks,Salma Hayek,Stephen Baldwin,Will Patton,Action Adventure Crime Drama Romance,Fled
Ellory Elkayem,Scarlett Johansson,Doug E. Doug,Riley Smith,Action Comedy Horror,Eight Legged Freaks
Edward Zwick,Jake Gyllenhaal,Anne Hathaway,Judy Greer,Comedy Drama Romance,Love & Other Drugs
Jon Avnet,Al Pacino,Alicia Witt,Deborah Kara Unger,Crime Drama Mystery Thriller,88 Minutes
Niki Caro,Jeremy Renner,Charlize Theron,Sissy Spacek,Drama,North Country
Howard Deutch,Bruce Willis,Matthew Perry,Natasha Henstridge,Comedy Crime Thriller,The Whole Ten Yards
Vincenzo Natali,Sarah Polley,David Hewlett,Delphine Chanéac,Drama Horror Sci-Fi,Splice
Willard Huyck,Lea Thompson,Jeffrey Jones,Jordan Prentice,Action Adventure Comedy Romance Sci-Fi,Howard the Duck
Gavin O'Connor,Jennifer Ehle,Rick Gonzalez,Frank Grillo,Crime Drama Thriller,Pride and Glory
Bruce Hunt,Eddie Cibrian,Cole Hauser,Marcel Iures,Adventure Horror Thriller,The Cave
Rob Reiner,David Paymer,Lobo Sebastian,Robert Costanzo,Comedy Romance,Alex & Emma
Paul McGuigan,Jessica Paré,Christopher Cousins,Mark Camacho,Drama Mystery Romance Thriller,Wicker Park
Craig Gillespie,Grace Phipps,Reid Ewing,Sandra Vergara,Comedy Horror,Fright Night
Terrence Malick,Christian Bale,Michael Greyeyes,Wes Studi,Biography Drama History Romance,The New World
Chris Roberts,Saffron Burrows,David Suchet,Jürgen Prochnow,Action Adventure Sci-Fi,Wing Commander
Neil Jordan,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,Drama Fantasy Thriller,In Dreams
James Wong,Ian Whyte,Texas Battle,Randall Duk Kim,Action Adventure Fantasy Sci-Fi Thriller,Dragonball: Evolution
Jee-woon Kim,Zach Gilford,James Burnett,Christiana Leucas,Action Crime Thriller,The Last Stand
Nick Hamm,Robert De Niro,Cameron Bright,Munro Chambers,Drama Horror Sci-Fi Thriller,Godsend
Andy Cadiff,Annabella Sciorra,Stark Sands,Terence Maynard,Comedy Romance,Chasing Liberty
Mike Disa,Amy Poehler,Phil LaMarr,Cheech Marin,Animation Comedy Family,Hoodwinked Too! Hood vs. Evil
Lasse Hallström,Morgan Freeman,Camryn Manheim,Lynda Boyd,Drama,An Unfinished Life
Terry Gilliam,Andrew Garfield,Lily Cole,Verne Troyer,Adventure Fantasy Mystery,The Imaginarium of Doctor Parnassus
Richard J. Lewis,Mark Addy,Atom Egoyan,Paul Gross,Comedy Drama,Barney's Version
unknown,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,Crime Drama Thriller,Trapped            
Brad Furman,Justin Timberlake,John Heard,David Costabile,Crime Thriller,Runner Runner
Peter Howitt,Tyler Labine,Richard Roundtree,Ned Bellamy,Action Crime Drama Thriller,Antitrust
Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,Drama History War,Glory
Sergio Leone,Robert De Niro,Burt Young,Treat Williams,Crime Drama,Once Upon a Time in America
Niels Arden Oplev,Dominic Cooper,Isabelle Huppert,James Biberi,Action Crime Drama Thriller,Dead Man Down
Michael Radford,Al Pacino,Mackenzie Crook,Kris Marshall,Drama Romance,The Merchant of Venice
Neil Jordan,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo,Action Crime Drama Romance Thriller,The Good Thief
Steve Boyum,Channing Tatum,Mike Vogel,Steve Howey,Action Drama Romance Sport,Supercross
Chris Noonan,Emily Watson,Bill Paterson,Lucy Boynton,Biography Drama Romance,Miss Potter
Kaige Chen,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse,Action Drama Fantasy,The Promise
Corey Yuen,Steve Howey,Holly Valance,Sarah Carter,Action Adventure,DOA: Dead or Alive
Andrew Dominik,Brad Pitt,Jeremy Renner,Sam Shepard,Biography Crime Drama History Western,The Assassination of Jesse James by the Coward Robert Ford
Li Zhang,Bingbing Li,Joan Chen,Jaycee Chan,Action Adventure Drama History War,1911
Laurent Tirard,Louise Bourgoin,Sandrine Kiberlain,Kad Merad,Comedy Family,Little Nicholas
Simon West,Jason Statham,Michael Angarano,Jason Alexander,Action Crime Drama Thriller,Wild Card
Marc Forster,Gerard Butler,Madeline Carroll,Kathy Baker,Action Biography Crime Drama,Machine Gun Preacher
Reinhard Klooss,Jim Broadbent,Vanessa Redgrave,James Corden,Animation Comedy Family,Animals United
Bille August,Terry Pheto,Patrick Lyster,Tyrone Keogh,Biography Drama History,The Color of Freedom
Frédéric Auburtin,Fisher Stevens,Thomas Kretschmann,Jemima West,Drama History Sport,United Passions
Olivier Dahan,Paz Vega,Frank Langella,Derek Jacobi,Biography Drama Romance,Grace of Monaco
Maksim Fadeev,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash,Adventure Animation Fantasy,A Warrior's Tail
Liliana Cavani,Ray Winstone,Dougray Scott,Chiara Caselli,Crime Drama Mystery Thriller,Ripley's Game
Greg Tiernan,James Franco,Salma Hayek,Anders Holm,Adventure Animation Comedy Fantasy,Sausage Party
Elizabeth Banks,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee,Comedy Music,Pitch Perfect 2
James Mangold,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,Biography Drama Music Romance,Walk the Line
unknown,Amanda Schull,Kirk Acevedo,Tom Noonan,Adventure Drama Mystery Sci-Fi Thriller,12 Monkeys            
Edward Norton,Lisa Edelstein,Milos Forman,Anne Bancroft,Comedy Drama Romance,Keeping the Faith
Peter Hewitt,Jim Broadbent,Bradley Pierce,Mark Williams,Adventure Comedy Family Fantasy,The Borrowers
Ron Howard,Toby Jones,Clint Howard,Oliver Platt,Drama,Frost/Nixon
George Clooney,Dick Clark,David Julian Hirsh,Jennifer Hall,Biography Comedy Crime Drama Romance Thriller,Confessions of a Dangerous Mind
Reginald Hudlin,Matthew Perry,Jerry Stiller,Vincent Pastore,Comedy Romance,Serving Sara
Ben Falcone,Peter Dinklage,Tyler Labine,Ben Falcone,Comedy,The Boss
Richard Attenborough,Denzel Washington,Kevin McNally,Penelope Wilton,Biography Drama History,Cry Freedom
Lawrence Kasdan,Zooey Deschanel,Alfre Woodard,Mary McDonnell,Comedy Drama,Mumford
Don Mancini,Jason Flemyng,Billy Boyd,Hannah Spearritt,Comedy Fantasy Horror Thriller,Seed of Chucky
John Maybury,Jennifer Jason Leigh,Jason Lewis,Angel Coulby,Drama Mystery Sci-Fi Thriller,The Jacket
Ron Clements,Robin Williams,Frank Welker,Scott Weinger,Adventure Animation Comedy Family Fantasy Musical Romance,Aladdin
F. Gary Gray,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor,Biography Crime Drama History Music,Straight Outta Compton
Steven Spielberg,Harrison Ford,Amrish Puri,Kate Capshaw,Action Adventure,Indiana Jones and the Temple of Doom
Igor Kovalyov,Elizabeth Daily,Cree Summer,Christine Cavanaugh,Adventure Animation Comedy Drama Family Musical,The Rugrats Movie
Lee Tamahori,Morgan Freeman,Billy Burke,Monica Potter,Crime Drama Thriller,Along Came a Spider
Stephen Frears,Meryl Streep,Nina Arianda,John Sessions,Biography Comedy Drama Music Romance,Florence Foster Jenkins
Robert Rodriguez,Johnny Depp,Salma Hayek,Enrique Iglesias,Action Crime Thriller,Once Upon a Time in Mexico
John McTiernan,Alan Rickman,Bruce Willis,Reginald VelJohnson,Action Thriller,Die Hard
David Wain,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson,Comedy,Role Models
Adam McKay,Ryan Gosling,Christian Bale,Charlie Talbert,Biography Comedy Drama History,The Big Short
Ang Lee,Imelda Staunton,Kevin Chamberlin,Demetri Martin,Comedy Drama Music,Taking Woodstock
Gavin O'Connor,Eddie Cahill,Noah Emmerich,Kenneth Mitchell,Biography Drama History Sport,Miracle
Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer,Action Horror Thriller,Dawn of the Dead
Adam Shankman,Matthew McConaughey,Judy Greer,Alex Rocco,Comedy Romance,The Wedding Planner
Shinji Aramaki,Shun Oguri,Yû Aoi,Haruma Miura,Adventure Animation Sci-Fi,Harlock: Space Pirate
Wes Anderson,Bill Murray,Anjelica Huston,Seymour Cassel,Comedy Drama,The Royal Tenenbaums
James Mangold,Clea DuVall,Rebecca De Mornay,Jake Busey,Mystery Thriller,Identity
Jon Turteltaub,Robert De Niro,Morgan Freeman,Romany Malco,Comedy Romance,Last Vegas
John Glen,Julian Glover,Topol,Desmond Llewelyn,Action Adventure Thriller,For Your Eyes Only
Peter Chelsom,Lilli Lavine,David Sparrow,Ann Talman,Comedy Romance,Serendipity
Peter Hyams,Mia Sara,Bruce McGill,Gloria Reuben,Action Crime Sci-Fi Thriller,Timecop
Ben Stiller,Milla Jovovich,Alexander Skarsgård,Will Ferrell,Comedy,Zoolander
Lasse Hallström,David Lyons,Noah Lomax,Mimi Kirkland,Drama Romance Thriller,Safe Haven
Kenny Ortega,Vinessa Shaw,Omri Katz,Larry Bagby,Comedy Family Fantasy,Hocus Pocus
Scott Hicks,Zoë Kravitz,Lily Rabe,Bob Balaban,Comedy Drama Romance,No Reservations
Matthew Vaughn,Elizabeth McGovern,Deborah Twiss,Michael Rispoli,Action Comedy,Kick-Ass
Ruben Fleischer,Bianca Kajlich,Dilshad Vadsaria,Fred Ward,Action Comedy Crime,30 Minutes or Less
Patrick Lussier,Gerard Butler,Danny Masterson,Jeri Ryan,Action Fantasy Horror Thriller,Dracula 2000
Miguel Arteta,Bella Thorne,Steve Carell,Jennifer Garner,Comedy Family,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
Joe Wright,Talulah Riley,Brenda Blethyn,Simon Woods,Drama Romance,Pride & Prejudice
Ridley Scott,Harrison Ford,Sean Young,M. Emmet Walsh,Sci-Fi Thriller,Blade Runner
Michael Caton-Jones,Liam Neeson,Jason Flemyng,Eric Stoltz,Adventure Biography,Rob Roy
McG,Connie Nielsen,Richard Sammel,Tómas Lemarquis,Action Drama Thriller,3 Days to Kill
James Gray,Robert Duvall,Oleg Taktarov,Antoni Corone,Crime Drama Thriller,We Own the Night
Janusz Kaminski,Philip Baker Hall,Bob Clendenin,Ben Chaplin,Drama Horror Thriller,Lost Souls
Jacques Perrin,Jacques Perrin,Philippe Labro,unknown,Documentary,Winged Migration
Donald Petrie,Samaire Armstrong,Carlos Ponce,Faizon Love,Comedy Fantasy Romance,Just My Luck
Jay Roach,Scott Grimes,Mary McCormack,Ron Eldard,Comedy Drama Sport,"Mystery, Alaska"
Brian Levant,Madeline Carroll,Amber Valletta,George Lopez,Action Comedy Family,The Spy Next Door
Michael Ritchie,Mara Wilson,Francis Capra,Kathleen Turner,Comedy Family Fantasy,A Simple Wish
John Carpenter,Jason Statham,Clea DuVall,Natasha Henstridge,Action Horror Sci-Fi,Ghosts of Mars
David Gordon Green,Dominic Flores,Zoe Kazan,Scoot McNairy,Comedy Drama,Our Brand Is Crisis
Burr Steers,Matt Smith,Bella Heathcote,Sam Riley,Action Horror Romance,Pride and Prejudice and Zombies
Martin Scorsese,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo,Biography Drama History War,Kundun
Robert B. Weide,James Corden,Katherine Parkinson,Fenella Woolgar,Comedy Drama Romance,How to Lose Friends & Alienate People
Jeff Wadlow,Chloë Grace Moretz,Donald Faison,Augustus Prew,Action Comedy Crime,Kick-Ass 2
Agustín Díaz Yanes,Viggo Mortensen,Elena Anaya,Eduardo Noriega,Adventure Drama History Romance Thriller War,Captain Alatriste: The Spanish Musketeer
Camille Delamarre,Paul Walker,Robert Maillet,RZA,Action Crime Drama Thriller,Brick Mansions
John Glen,Louis Jourdan,Kabir Bedi,Steven Berkoff,Action Adventure Thriller,Octopussy
Judd Apatow,Harold Ramis,Martin Starr,Charlyne Yi,Comedy Romance,Knocked Up
Nick Cassavetes,Jason Patric,Sofia Vassilieva,Jeffrey Markle,Drama,My Sister's Keeper
Malcolm D. Lee,Mo'Nique,Mike Epps,Cedric the Entertainer,Comedy Drama Romance,"Welcome Home, Roscoe Jenkins"
David Lean,Richard Wilson,Judy Davis,Art Malik,Adventure Drama History,A Passage to India
Richard Eyre,Phil Davis,Andrew Simpson,Shaun Parkes,Crime Drama Romance Thriller,Notes on a Scandal
Gavin Hood,J.K. Simmons,Jake Gyllenhaal,Meryl Streep,Drama Thriller,Rendition
unknown,Colin Salmon,Mary Elizabeth Mastrantonio,Jake McDorman,Crime Drama Sci-Fi Thriller,Limitless            
Nicholas Meyer,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,Action Adventure Sci-Fi Thriller,Star Trek VI: The Undiscovered Country
