director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Garry Marshall,Anne Hathaway,Hector Elizondo,Heather Matarazzo,Comedy Family Romance,The Princess Diaries,Anne Hathaway Hector Elizondo Heather Matarazzo Garry Marshall Comedy Family Romance
Hugh Wilson,Stockard Channing,Elizabeth Berkley,Stephen Collins,Comedy,The First Wives Club,Stockard Channing Elizabeth Berkley Stephen Collins Hugh Wilson Comedy
David Fincher,Morgan Freeman,Brad Pitt,Reg E. Cathey,Crime Drama Mystery Thriller,Se7en,Morgan Freeman Brad Pitt Reg E. Cathey David Fincher Crime Drama Mystery Thriller
Neill Blomkamp,Sharlto Copley,Jed Brophy,Jason Cope,Action Sci-Fi Thriller,District 9,Sharlto Copley Jed Brophy Jason Cope Neill Blomkamp Action Sci-Fi Thriller
Stephen Hillenburg,Scarlett Johansson,Bill Fagerbakke,Rodger Bumpass,Adventure Animation Comedy Family Fantasy,The SpongeBob SquarePants Movie,Scarlett Johansson Bill Fagerbakke Rodger Bumpass Stephen Hillenburg Adventure Animation Comedy Family Fantasy
Clint Eastwood,John Doman,Spencer Treat Clark,Tom Guiry,Crime Drama Mystery Thriller,Mystic River,John Doman Spencer Treat Clark Tom Guiry Clint Eastwood Crime Drama Mystery Thriller
Clint Eastwood,Clint Eastwood,Morgan Freeman,Mike Colter,Drama Sport,Million Dollar Baby,Clint Eastwood Morgan Freeman Mike Colter Clint Eastwood Drama Sport
Harold Ramis,Robert De Niro,Chazz Palminteri,Molly Shannon,Comedy Crime,Analyze This,Robert De Niro Chazz Palminteri Molly Shannon Harold Ramis Comedy Crime
Nick Cassavetes,Ryan Gosling,Kevin Connolly,Gena Rowlands,Drama Romance,The Notebook,Ryan Gosling Kevin Connolly Gena Rowlands Nick Cassavetes Drama Romance
Anne Fletcher,Judy Greer,Bern Cohen,Yetta Gottesman,Comedy Romance,27 Dresses,Judy Greer Bern Cohen Yetta Gottesman Anne Fletcher Comedy Romance
Peter Chelsom,Emily Osment,Vanessa Williams,Moises Arias,Comedy Drama Family Music Romance,Hannah Montana: The Movie,Emily Osment Vanessa Williams Moises Arias Peter Chelsom Comedy Drama Family Music Romance
Stig Bergqvist,Elizabeth Daily,Casey Kasem,Debbie Reynolds,Adventure Animation Comedy Family Romance,Rugrats in Paris: The Movie,Elizabeth Daily Casey Kasem Debbie Reynolds Stig Bergqvist Adventure Animation Comedy Family Romance
Barbra Streisand,George Carlin,Blythe Danner,Melinda Dillon,Drama Romance,The Prince of Tides,George Carlin Blythe Danner Melinda Dillon Barbra Streisand Drama Romance
Edward Zwick,Anthony Hopkins,Brad Pitt,Julia Ormond,Drama Romance War Western,Legends of the Fall,Anthony Hopkins Brad Pitt Julia Ormond Edward Zwick Drama Romance War Western
Jason Reitman,J.K. Simmons,Anna Kendrick,Chris Lowell,Drama Romance,Up in the Air,J.K. Simmons Anna Kendrick Chris Lowell Jason Reitman Drama Romance
Alexander Payne,Hope Davis,June Squibb,Howard Hesseman,Comedy Drama,About Schmidt,Hope Davis June Squibb Howard Hesseman Alexander Payne Comedy Drama
Jonathan Levine,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay,Comedy Horror Romance,Warm Bodies,Cory Hardrict Vincent Leclerc Daniel Rindress-Kay Jonathan Levine Comedy Horror Romance
Rian Johnson,Joseph Gordon-Levitt,Bruce Willis,Tracie Thoms,Action Crime Drama Sci-Fi Thriller,Looper,Joseph Gordon-Levitt Bruce Willis Tracie Thoms Rian Johnson Action Crime Drama Sci-Fi Thriller
Chris Weitz,Chazz Palminteri,Mark Addy,Wanda Sykes,Comedy Fantasy,Down to Earth,Chazz Palminteri Mark Addy Wanda Sykes Chris Weitz Comedy Fantasy
Chris Noonan,Miriam Margolyes,Christine Cavanaugh,Roscoe Lee Browne,Comedy Drama Family,Babe,Miriam Margolyes Christine Cavanaugh Roscoe Lee Browne Chris Noonan Comedy Drama Family
David Frankel,Meryl Streep,Steve Carell,Jean Smart,Comedy Drama Romance,Hope Springs,Meryl Streep Steve Carell Jean Smart David Frankel Comedy Drama Romance
Nicholas Stoller,Mila Kunis,Jack McBrayer,Maria Thayer,Comedy Drama Romance,Forgetting Sarah Marshall,Mila Kunis Jack McBrayer Maria Thayer Nicholas Stoller Comedy Drama Romance
unknown,Zach Gilford,Aimee Teegarden,Scott Porter,Drama Sport,Friday Night Lights            ,Zach Gilford Aimee Teegarden Scott Porter unknown Drama Sport
John Singleton,Josh Charles,Tony Nappo,Fionnula Flanagan,Action Crime Drama Mystery Thriller,Four Brothers,Josh Charles Tony Nappo Fionnula Flanagan John Singleton Action Crime Drama Mystery Thriller
Michael McCullers,Tina Fey,Amy Poehler,Romany Malco,Comedy Romance,Baby Mama,Tina Fey Amy Poehler Romany Malco Michael McCullers Comedy Romance
Forest Whitaker,Bill Cobbs,Harry Connick Jr.,Gena Rowlands,Drama Romance,Hope Floats,Bill Cobbs Harry Connick Jr. Gena Rowlands Forest Whitaker Drama Romance
Gary Winick,Anne Hathaway,Steve Howey,Candice Bergen,Comedy Romance,Bride Wars,Anne Hathaway Steve Howey Candice Bergen Gary Winick Comedy Romance
Steven Brill,Antony Starr,Scott Adsit,Bonnie Somerville,Adventure Comedy Mystery,Without a Paddle,Antony Starr Scott Adsit Bonnie Somerville Steven Brill Adventure Comedy Mystery
Gary Winick,Jennifer Garner,Judy Greer,Christa B. Allen,Comedy Fantasy Romance,13 Going on 30,Jennifer Garner Judy Greer Christa B. Allen Gary Winick Comedy Fantasy Romance
Woody Allen,Kurt Fuller,Audrey Fleurot,Nina Arianda,Comedy Fantasy Romance,Midnight in Paris,Kurt Fuller Audrey Fleurot Nina Arianda Woody Allen Comedy Fantasy Romance
Peter Lepeniotis,Liam Neeson,Brendan Fraser,Sarah Gadon,Adventure Animation Comedy Family,The Nut Job,Liam Neeson Brendan Fraser Sarah Gadon Peter Lepeniotis Adventure Animation Comedy Family
Ted Demme,Johnny Depp,Ethan Suplee,Jordi Mollà,Biography Crime Drama,Blow,Johnny Depp Ethan Suplee Jordi Mollà Ted Demme Biography Crime Drama
Luis Mandoki,Robin Wright,John Savage,Raphael Sbarge,Drama Romance,Message in a Bottle,Robin Wright John Savage Raphael Sbarge Luis Mandoki Drama Romance
William Shatner,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Action Adventure Sci-Fi Thriller,Star Trek V: The Final Frontier,Leonard Nimoy Nichelle Nichols Walter Koenig William Shatner Action Adventure Sci-Fi Thriller
John Schultz,Brenda Song,Robert Forster,Anne Meara,Comedy Family Fantasy Sport,Like Mike,Brenda Song Robert Forster Anne Meara John Schultz Comedy Family Fantasy Sport
Peter Segal,George Kennedy,Fred Ward,Priscilla Presley,Comedy Crime,Naked Gun 33 1/3: The Final Insult,George Kennedy Fred Ward Priscilla Presley Peter Segal Comedy Crime
John Glen,Patrick Macnee,Alison Doody,Tanya Roberts,Action Adventure Thriller,A View to a Kill,Patrick Macnee Alison Doody Tanya Roberts John Glen Action Adventure Thriller
Steve Box,Mark Gatiss,Geraldine McEwan,Peter Sallis,Animation Comedy Family Mystery Sci-Fi,The Curse of the Were-Rabbit,Mark Gatiss Geraldine McEwan Peter Sallis Steve Box Animation Comedy Family Mystery Sci-Fi
Richard LaGravenese,Gerard Butler,Harry Connick Jr.,Nellie McKay,Drama Romance,P.S. I Love You,Gerard Butler Harry Connick Jr. Nellie McKay Richard LaGravenese Drama Romance
Frederik Du Chau,Bruce Greenwood,Frankie Muniz,M. Emmet Walsh,Adventure Comedy Drama Family Sport,Racing Stripes,Bruce Greenwood Frankie Muniz M. Emmet Walsh Frederik Du Chau Adventure Comedy Drama Family Sport
Joe Wright,Benedict Cumberbatch,Alfie Allen,Brenda Blethyn,Drama Mystery Romance War,Atonement,Benedict Cumberbatch Alfie Allen Brenda Blethyn Joe Wright Drama Mystery Romance War
Gary Winick,Vanessa Redgrave,Marcia DeBonis,Luisa Ranieri,Comedy Drama Romance,Letters to Juliet,Vanessa Redgrave Marcia DeBonis Luisa Ranieri Gary Winick Comedy Drama Romance
Ridley Scott,Stephen Root,Ken Takakura,Kate Capshaw,Action Crime Thriller,Black Rain,Stephen Root Ken Takakura Kate Capshaw Ridley Scott Action Crime Thriller
Bobby Farrelly,Kate Upton,Larry David,Sean Hayes,Comedy,The Three Stooges,Kate Upton Larry David Sean Hayes Bobby Farrelly Comedy
Tim Burton,Johnny Depp,Christopher Lee,Joanna Lumley,Animation Drama Family Fantasy Musical Romance,Corpse Bride,Johnny Depp Christopher Lee Joanna Lumley Tim Burton Animation Drama Family Fantasy Musical Romance
James Gartner,Mehcad Brooks,Austin Nichols,Derek Luke,Biography Drama Sport,Glory Road,Mehcad Brooks Austin Nichols Derek Luke James Gartner Biography Drama Sport
Denis Villeneuve,Edgar Arreola,Bernardo Saracino,Daniel Kaluuya,Action Crime Drama Mystery Thriller,Sicario,Edgar Arreola Bernardo Saracino Daniel Kaluuya Denis Villeneuve Action Crime Drama Mystery Thriller
Antoine Fuqua,Jake Gyllenhaal,50 Cent,Oona Laurence,Drama Sport,Southpaw,Jake Gyllenhaal 50 Cent Oona Laurence Antoine Fuqua Drama Sport
Sam Raimi,Bojana Novakovic,Alison Lohman,Reggie Lee,Horror Thriller,Drag Me to Hell,Bojana Novakovic Alison Lohman Reggie Lee Sam Raimi Horror Thriller
Lee Toland Krieger,Harrison Ford,Michiel Huisman,Ellen Burstyn,Drama Fantasy Romance,The Age of Adaline,Harrison Ford Michiel Huisman Ellen Burstyn Lee Toland Krieger Drama Fantasy Romance
Tim McCanlies,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier,Comedy Drama Family,Secondhand Lions,Haley Joel Osment Robert Duvall Emmanuelle Vaugier Tim McCanlies Comedy Drama Family
Jon M. Chu,Alyson Stoner,Stephen Boss,Facundo Lombard,Drama Music Romance,Step Up 3D,Alyson Stoner Stephen Boss Facundo Lombard Jon M. Chu Drama Music Romance
John Stockwell,Faizon Love,Mika Boorem,Sanoe Lake,Drama Romance Sport,Blue Crush,Faizon Love Mika Boorem Sanoe Lake John Stockwell Drama Romance Sport
Marc Forster,Will Ferrell,Christian Stolte,Danny Rhodes,Comedy Drama Fantasy Romance,Stranger Than Fiction,Will Ferrell Christian Stolte Danny Rhodes Marc Forster Comedy Drama Fantasy Romance
David Slade,Danny Huston,Mark Rendall,Megan Franich,Horror,30 Days of Night,Danny Huston Mark Rendall Megan Franich David Slade Horror
Drew Goddard,Chris Hemsworth,Bradley Whitford,Kristen Connolly,Fantasy Horror Mystery Thriller,The Cabin in the Woods,Chris Hemsworth Bradley Whitford Kristen Connolly Drew Goddard Fantasy Horror Mystery Thriller
Jason Friedberg,Carmen Electra,Diedrich Bader,Method Man,Comedy,Meet the Spartans,Carmen Electra Diedrich Bader Method Man Jason Friedberg Comedy
Martin Brest,Robert De Niro,Yaphet Kotto,Philip Baker Hall,Action Comedy Crime Thriller,Midnight Run,Robert De Niro Yaphet Kotto Philip Baker Hall Martin Brest Action Comedy Crime Thriller
Paul Michael Glaser,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,Action Crime Sci-Fi Thriller,The Running Man,Yaphet Kotto Maria Conchita Alonso Richard Dawson Paul Michael Glaser Action Crime Sci-Fi Thriller
Frank Oz,Bill Murray,Jim Belushi,Tisha Campbell-Martin,Comedy Horror Musical Sci-Fi,Little Shop of Horrors,Bill Murray Jim Belushi Tisha Campbell-Martin Frank Oz Comedy Horror Musical Sci-Fi
Joe Wright,Jessica Barden,Vicky Krieps,John Macmillan,Action Drama Thriller,Hanna,Jessica Barden Vicky Krieps John Macmillan Joe Wright Action Drama Thriller
unknown,Zach Gilford,Joan Allen,Liam James,Drama Mystery,The Family            ,Zach Gilford Joan Allen Liam James unknown Drama Mystery
John R. Leonetti,Brian Thompson,Talisa Soto,Robin Shou,Action Adventure Fantasy Sci-Fi Thriller,Mortal Kombat: Annihilation,Brian Thompson Talisa Soto Robin Shou John R. Leonetti Action Adventure Fantasy Sci-Fi Thriller
Tom Hanks,Tom Hanks,Rob Riggle,Randall Park,Comedy Drama Romance,Larry Crowne,Tom Hanks Rob Riggle Randall Park Tom Hanks Comedy Drama Romance
Liz Friedlander,Alfre Woodard,Yaya DaCosta,Jasika Nicole,Drama Music,Take the Lead,Alfre Woodard Yaya DaCosta Jasika Nicole Liz Friedlander Drama Music
unknown,Debi Mazar,Kevin Connolly,Kevin Dillon,Comedy Drama,Entourage            ,Debi Mazar Kevin Connolly Kevin Dillon unknown Comedy Drama
Phil Joanou,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn,Crime Drama Sport,Gridiron Gang,Dwayne Johnson Jurnee Smollett-Bell Kevin Dunn Phil Joanou Crime Drama Sport
Sam Weisman,Bernie Mac,Larry Miller,Richard Schiff,Comedy Crime,What's the Worst That Could Happen?,Bernie Mac Larry Miller Richard Schiff Sam Weisman Comedy Crime
Shane Acker,Martin Landau,Alan Oppenheimer,Tom Kane,Action Adventure Animation Drama Mystery Sci-Fi Thriller,9,Martin Landau Alan Oppenheimer Tom Kane Shane Acker Action Adventure Animation Drama Mystery Sci-Fi Thriller
Martha Coolidge,Devin Ratray,Miranda Richardson,Luke Mably,Comedy Family Romance,The Prince and Me,Devin Ratray Miranda Richardson Luke Mably Martha Coolidge Comedy Family Romance
Stephen J. Anderson,Craig Ferguson,Robert Lopez,Huell Howser,Adventure Animation Comedy Family Musical,Winnie the Pooh,Craig Ferguson Robert Lopez Huell Howser Stephen J. Anderson Adventure Animation Comedy Family Musical
Troy Miller,Elden Henson,Mimi Rogers,Cheri Oteri,Comedy,Dumb and Dumberer: When Harry Met Lloyd,Elden Henson Mimi Rogers Cheri Oteri Troy Miller Comedy
Warren Beatty,Warren Beatty,Kirk Baltz,Graham Beckel,Comedy Drama Romance,Bulworth,Warren Beatty Kirk Baltz Graham Beckel Warren Beatty Comedy Drama Romance
Tate Taylor,Tika Sumpter,Josh Hopkins,Aunjanue Ellis,Biography Drama Music,Get on Up,Tika Sumpter Josh Hopkins Aunjanue Ellis Tate Taylor Biography Drama Music
Carl Franklin,Meryl Streep,William Hurt,Tom Everett Scott,Drama,One True Thing,Meryl Streep William Hurt Tom Everett Scott Carl Franklin Drama
Brett Leonard,Denzel Washington,Costas Mandylor,Traci Lords,Action Crime Sci-Fi Thriller,Virtuosity,Denzel Washington Costas Mandylor Traci Lords Brett Leonard Action Crime Sci-Fi Thriller
Ivan Reitman,Rainn Wilson,Eddie Izzard,Wanda Sykes,Comedy Romance Sci-Fi,My Super Ex-Girlfriend,Rainn Wilson Eddie Izzard Wanda Sykes Ivan Reitman Comedy Romance Sci-Fi
Scott Derrickson,Olivia Munn,Dorian Missick,Edgar Ramírez,Horror Mystery Thriller,Deliver Us from Evil,Olivia Munn Dorian Missick Edgar Ramírez Scott Derrickson Horror Mystery Thriller
Alister Grierson,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh,Adventure Drama Thriller,Sanctum,Ioan Gruffudd Rhys Wakefield Richard Roxburgh Alister Grierson Adventure Drama Thriller
Nick Hurran,Holly Hunter,Kevin Sussman,Dave Annable,Comedy Drama Romance,Little Black Book,Holly Hunter Kevin Sussman Dave Annable Nick Hurran Comedy Drama Romance
Nicholas Stoller,Alison Brie,Jacki Weaver,David Paymer,Comedy Romance,The Five-Year Engagement,Alison Brie Jacki Weaver David Paymer Nicholas Stoller Comedy Romance
Charles Stone III,Bernie Mac,Chris Noth,Paul Sorvino,Comedy Drama Romance Sport,Mr 3000,Bernie Mac Chris Noth Paul Sorvino Charles Stone III Comedy Drama Romance Sport
Paul Haggis,Olivia Wilde,Daniel Stern,Aisha Hinds,Crime Drama Romance Thriller,The Next Three Days,Olivia Wilde Daniel Stern Aisha Hinds Paul Haggis Crime Drama Romance Thriller
Kurt Wimmer,Milla Jovovich,Cameron Bright,Nick Chinlund,Action Horror Sci-Fi Thriller,Ultraviolet,Milla Jovovich Cameron Bright Nick Chinlund Kurt Wimmer Action Horror Sci-Fi Thriller
Jean-François Richet,Brian Dennehy,Drea de Matteo,Hugh Dillon,Action Crime Drama Thriller,Assault on Precinct 13,Brian Dennehy Drea de Matteo Hugh Dillon Jean-François Richet Action Crime Drama Thriller
Antoine Fuqua,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick,Action Crime Thriller,The Replacement Killers,Mira Sorvino Clifton Collins Jr. Patrick Kilpatrick Antoine Fuqua Action Crime Thriller
Kevin Hooks,Salma Hayek,Stephen Baldwin,Will Patton,Action Adventure Crime Drama Romance,Fled,Salma Hayek Stephen Baldwin Will Patton Kevin Hooks Action Adventure Crime Drama Romance
Ellory Elkayem,Scarlett Johansson,Doug E. Doug,Riley Smith,Action Comedy Horror,Eight Legged Freaks,Scarlett Johansson Doug E. Doug Riley Smith Ellory Elkayem Action Comedy Horror
Edward Zwick,Jake Gyllenhaal,Anne Hathaway,Judy Greer,Comedy Drama Romance,Love & Other Drugs,Jake Gyllenhaal Anne Hathaway Judy Greer Edward Zwick Comedy Drama Romance
Jon Avnet,Al Pacino,Alicia Witt,Deborah Kara Unger,Crime Drama Mystery Thriller,88 Minutes,Al Pacino Alicia Witt Deborah Kara Unger Jon Avnet Crime Drama Mystery Thriller
Niki Caro,Jeremy Renner,Charlize Theron,Sissy Spacek,Drama,North Country,Jeremy Renner Charlize Theron Sissy Spacek Niki Caro Drama
Howard Deutch,Bruce Willis,Matthew Perry,Natasha Henstridge,Comedy Crime Thriller,The Whole Ten Yards,Bruce Willis Matthew Perry Natasha Henstridge Howard Deutch Comedy Crime Thriller
Vincenzo Natali,Sarah Polley,David Hewlett,Delphine Chanéac,Drama Horror Sci-Fi,Splice,Sarah Polley David Hewlett Delphine Chanéac Vincenzo Natali Drama Horror Sci-Fi
Willard Huyck,Lea Thompson,Jeffrey Jones,Jordan Prentice,Action Adventure Comedy Romance Sci-Fi,Howard the Duck,Lea Thompson Jeffrey Jones Jordan Prentice Willard Huyck Action Adventure Comedy Romance Sci-Fi
Gavin O'Connor,Jennifer Ehle,Rick Gonzalez,Frank Grillo,Crime Drama Thriller,Pride and Glory,Jennifer Ehle Rick Gonzalez Frank Grillo Gavin O'Connor Crime Drama Thriller
Bruce Hunt,Eddie Cibrian,Cole Hauser,Marcel Iures,Adventure Horror Thriller,The Cave,Eddie Cibrian Cole Hauser Marcel Iures Bruce Hunt Adventure Horror Thriller
Rob Reiner,David Paymer,Lobo Sebastian,Robert Costanzo,Comedy Romance,Alex & Emma,David Paymer Lobo Sebastian Robert Costanzo Rob Reiner Comedy Romance
Craig Gillespie,Grace Phipps,Reid Ewing,Sandra Vergara,Comedy Horror,Fright Night,Grace Phipps Reid Ewing Sandra Vergara Craig Gillespie Comedy Horror
Terrence Malick,Christian Bale,Michael Greyeyes,Wes Studi,Biography Drama History Romance,The New World,Christian Bale Michael Greyeyes Wes Studi Terrence Malick Biography Drama History Romance
Chris Roberts,Saffron Burrows,David Suchet,Jürgen Prochnow,Action Adventure Sci-Fi,Wing Commander,Saffron Burrows David Suchet Jürgen Prochnow Chris Roberts Action Adventure Sci-Fi
Neil Jordan,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle,Drama Fantasy Thriller,In Dreams,Robert Downey Jr. Aidan Quinn Paul Guilfoyle Neil Jordan Drama Fantasy Thriller
James Wong,Ian Whyte,Texas Battle,Randall Duk Kim,Action Adventure Fantasy Sci-Fi Thriller,Dragonball: Evolution,Ian Whyte Texas Battle Randall Duk Kim James Wong Action Adventure Fantasy Sci-Fi Thriller
Jee-woon Kim,Zach Gilford,James Burnett,Christiana Leucas,Action Crime Thriller,The Last Stand,Zach Gilford James Burnett Christiana Leucas Jee-woon Kim Action Crime Thriller
Nick Hamm,Robert De Niro,Cameron Bright,Munro Chambers,Drama Horror Sci-Fi Thriller,Godsend,Robert De Niro Cameron Bright Munro Chambers Nick Hamm Drama Horror Sci-Fi Thriller
Mike Disa,Amy Poehler,Phil LaMarr,Cheech Marin,Animation Comedy Family,Hoodwinked Too! Hood vs. Evil,Amy Poehler Phil LaMarr Cheech Marin Mike Disa Animation Comedy Family
Lasse Hallström,Morgan Freeman,Camryn Manheim,Lynda Boyd,Drama,An Unfinished Life,Morgan Freeman Camryn Manheim Lynda Boyd Lasse Hallström Drama
Terry Gilliam,Andrew Garfield,Lily Cole,Verne Troyer,Adventure Fantasy Mystery,The Imaginarium of Doctor Parnassus,Andrew Garfield Lily Cole Verne Troyer Terry Gilliam Adventure Fantasy Mystery
Richard J. Lewis,Mark Addy,Atom Egoyan,Paul Gross,Comedy Drama,Barney's Version,Mark Addy Atom Egoyan Paul Gross Richard J. Lewis Comedy Drama
unknown,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson,Crime Drama Thriller,Trapped            ,Ólafur Darri Ólafsson Ingvar Eggert Sigurðsson Björn Hlynur Haraldsson unknown Crime Drama Thriller
Brad Furman,Justin Timberlake,John Heard,David Costabile,Crime Thriller,Runner Runner,Justin Timberlake John Heard David Costabile Brad Furman Crime Thriller
Peter Howitt,Tyler Labine,Richard Roundtree,Ned Bellamy,Action Crime Drama Thriller,Antitrust,Tyler Labine Richard Roundtree Ned Bellamy Peter Howitt Action Crime Drama Thriller
Sergio Leone,Robert De Niro,Burt Young,Treat Williams,Crime Drama,Once Upon a Time in America,Robert De Niro Burt Young Treat Williams Sergio Leone Crime Drama
Niels Arden Oplev,Dominic Cooper,Isabelle Huppert,James Biberi,Action Crime Drama Thriller,Dead Man Down,Dominic Cooper Isabelle Huppert James Biberi Niels Arden Oplev Action Crime Drama Thriller
Michael Radford,Al Pacino,Mackenzie Crook,Kris Marshall,Drama Romance,The Merchant of Venice,Al Pacino Mackenzie Crook Kris Marshall Michael Radford Drama Romance
